SAMPLE_ID	SAMPLE_NAME	PUBCHEM_SID	PRIMARY_MOA	ASSAY_NAME	LIBRARY	CAS	ALIAS	AC50	LOG_AC50	AUC	CURVE_CLASS2	DATA_POINTS	DRUG_NAME	EFFICACY	MAX_RESPONSE	P_HILL	R2	GENE_ID	GENE_SYMBOL	SMILES	SUPPLIER	SUPPLIER_ID	DATA0	DATA1	DATA2	DATA3	DATA4	DATA5	DATA6	DATA7	DATA8	DATA9	DATA10	DATA11	DATA12	DATA13	DATA14	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14
NCGC00263905-04	TOLTRAZURIL			DPI_SARS-CoV-2_General	2019_NPC_02	69004-03-1		13.9333492831	-4.8559444758	-6.0900386518	4	7		-20.538481664	-14.19873472	0.0088738363	0.9590722402			CN1C(=O)NC(=O)N(C1=O)C2=CC=C(OC3=CC=C(SC(F)(F)F)C=C3)C(=C2)C	Microsource	01505681	0.36301417	2.45096907	3.14807435	1.11077333	-1.3473374	-3.72040586	-14.19873472									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00160431-02	2-[(4-Chloro-3-methylphenyl)amino]benzoic acid			DPI_SARS-CoV-2_General	2019_NPC_02			1.9681378985	-5.7059444758	-100.7206299221	-2.2	7		-86.2847119836	-75.72658517	0.0013921097	0.9843720396			CC1=CC(=CC=C1Cl)NC2=CC=CC=C2C(O)=O	Scientific Exchange	F-137102	4.60357465	0	4.16539697	-6.22734607	-36.68702326	-52.72453965	-75.72658517									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00182031-05	Etizolam		GABA-A receptor Agonist	DPI_SARS-CoV-2_General	2019_NPC_02	40054-69-1				8.2115500415	4	7		0	1.87889454					CCC1=CC\2=C(S1)[N]3C(=NN=C3C\N=C2C4=CC=CC=C4Cl)C	MedChem Express	HY-B0677	0	1.40913396	0	3.97773776	0	4.9464487	1.87889454									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00387803-01	Atosiban		Oxytocin receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC_02	90779-69-4		22.0828704269	-4.6559444758	-34.0407470292	4	7		-20.4912225159	-23.03191742	0.0160641487	0.9434959337			CCOC1=CC=C(CC2NC(=O)CCSSCC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(NC2=O)C(C)CC)C(C)O)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(N)=O)C=C1	ChemieTek	CT-ATOS	-4.09489237	-7.82877867	-6.91263683	-4.98327994	-3.03923199	-4.59413754	-23.03191742									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015610-17	Leflunomide	170464823	DHODH Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	75706-12-6	; Arava;Leflunomide; Leflunomida; Leflunomide;HWA-486/RS-34821			13.8987946619	4	7		0	3.62981927			3716	DHODH	Cc2oncc2C(=O)Nc1ccc(cc1)C(F)(F)F	Selleck	S1247	1.37244935	3.7896743	4.03353562	1.53259588	4.43841039	2.02246049	3.62981927									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00159441-03	Deslanoside	170465236	Sodium/potassium-transporting ATPase Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	17598-65-1	Deslanoside; Cedilanid; Cedilanid-D; Cedilanid-d; C, Desacetyllanatosid; Lanatoside, Desacety; Deslanatoside C; C, Deslanatosid; C, Desacetyldigilanid; Desacetyl Lanatoside; Deslanosido; 			-16.7319711777	4	7	Cedilanid-d;Cedilanid-D;C, Desacetyllanatosid;deslanoside;Cedilanid;LS-87553;C, Deslanatosid;Lanatoside, Desacety;CIPLUS_171064;Deslanatoside C;deslanosidum;Deslanosido;C, Desacetyldigilanid;CARD-20(22)-ENOLIDE, 3-((O-.BETA.-D-GLUCOPYRANOSYL-(1->4)-O-2,6-DIDEOXY-.BETA.-D-RIBO-HEXOPYRANOSYL-(1->4)-O-2,6-DIDEOXY-.BETA.-D-RIBO-HEXOPYRANOSYL-(1->4)-2,6-DIDEOXY-.BETA.-D-RIBO-HEXOPYRANOSYL)OXY)-12,14-DIHYDROXY-, (3B,5B,12B)-;Card-20(22)-enolide, 3-((O-beta-D-glucopyranosyl-(1-4)-O-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1-4)-O-2,6-dideoxy-beta-D-ribo-hexopyranosyl-(1-4)-2,6-dideoxy-beta-D-ribo-hexopyranosyl)oxy)-12,14-dihydroxy-, (3beta,5beta,12beta)-;DEACETYLANATOSIDE C;Desacetyl Lanatoside;deacetyllanatoside c;DESLANOSIDE;Deslanosidum;Deslanoside;	0	-8.03528428					O=C1C=C(CO1)[C@H]2CC[C@@]9(O)[C@]2(C)[C@H](O)C[C@H]4[C@H]9CC[C@@H]3C[C@H](CC[C@@]34C)O[C@@H]8O[C@H](C)[C@@H](O[C@@H]7O[C@H](C)[C@@H](O[C@@H]6O[C@H](C)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)C6)[C@@H](O)C7)[C@@H](O)C8	ChemDiv	N045-0007	-3.29436255	-2.70970264	-2.38112647	-4.39210374	-2.10374055	-3.099751	-8.03528428									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00017324-07	Simvastatin	170464984	HMG-CoA Reductase Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	79902-63-9	; Zocor;Simvastatin;SIMVASTATIN	4.4061119169	-5.3559444758	-63.4829783374	-2.2	7		-70.5360827322	-64.50533573	0.0000031298	0.9992770527	3156	HMGCR	CC(C)(CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23	Vitas	STK801938	3.21690509	2.75857014	0.89444566	1.96904708	-7.58513932	-43.33553534	-64.50533573									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015095-15	Amitriptyline hydrochloride	170464758	Sodium-dependent serotonin transporter Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	549-18-8		19.6813789847	-4.7059444758	-15.9954175785	4	7		-25.1393120559	-20.11609338	0.008765668	0.9592755744	6532	SLC6A4	Cl.CN(C)CC\C=C1\c3ccccc3CCc2ccccc12	Microsource	01500117	-1.61450391	1.71769248	-1.0358022	-0.19815888	-3.25077399	-3.37923675	-20.11609338									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00159392-05	1,1,1-Trichloro-2-methyl-2-propanol	170465458		DPI_SARS-CoV-2_General	2019_NPC_01	57-15-8				7.5781930173	4	7		0	-2.20526729					ClC(Cl)(Cl)C(C)(C)O	Labotest	LT03378907	0.37518457	0.74034256	4.55021813	2.90214965	-0.43394407	4.38030388	-2.20526729									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00179259-06	Meropenem			DPI_SARS-CoV-2_General	2019_NPC_02	96036-03-2				-4.0091504423	4	7		0	-2.68277601					C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C([N@@]2C1=O)C(O)=O	Prestwick	Prestw-1106	-1.60697357	-3.75846058	1.25876093	1.07335781	1.46139771	-2.19372416	-2.68277601									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00183879-01	Bisbentiamine	144206468		DPI_SARS-CoV-2_General	2019_NPC_02	2667-89-2		11.0676527398	-4.9559444758	-26.1929094662	-2.2	7	BISBENTIAMINE;Bisbentiamina;Beston;CIPLUS_213921;bisbentiaminum;Bisbentiamine;bisbentiamine;Bisbentiaminum;	-42.9029872045	-38.41506921	0.0000798612	0.9963322241			Nc4nc(C)ncc4CN(C=O)C(/C)=C(/CCOC(=O)c1ccccc1)SSC(/CCOC(=O)c2ccccc2)=C(/C)N(C=O)Cc3cnc(C)nc3N	ACC	Bisbentiamine	0	0	0	0	1.936649	-10.43310785	-38.41506921									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00274080-01	Estriol	170465807	Estrogen Receptor (ER) Agonist	DPI_SARS-CoV-2_General	2019_NPC_02	50-27-1		24.777388143	-4.6059444758	-21.6918402015	4	7		-13.1163906121	-11.82514389	0.236501679	0.6969214993		ESR1	Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)[C@H](O)C[C@@H]12)c4cc3	SIGMA	E3625	-0.89481838	-3.14860588	-6.34537399	-4.37060075	-2.14575957	-5.23299511	-11.82514389									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00017360-04	Aconitine			DPI_SARS-CoV-2_General	2019_NPC_02	302-27-2				-5.719869629	4	7		0	-8.05308472					CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34C5C[C@]6(O)[C@@H](OC)[C@H](O)[C@](OC(C)=O)(C([C@H](OC)C23)[C@@H]14)C5[C@H]6OC(=O)C7=CC=CC=C7	Prestwick	Prestw-NAT-0127	0.93181345	-1.07417589	-1.84477626	-1.54105184	0.27326949	1.17906802	-8.05308472									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00165774-05	Cloprostenol (sodium salt)			DPI_SARS-CoV-2_General	2019_NPC_02	55028-72-3				-11.6304027386	4	7		0	-2.6922894					O[C@@H](COC1=CC(=CC=C1)Cl)\C=C\[C@H]2[C@H](O)C[C@H](O)[C@@H]2C\C=C/CCCC([O-])=O	Cayman	16764	-0.15491688	-2.83905842	-1.15093411	-3.17330402	-2.86338902	-4.43442315	-2.6922894									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00274074-01	2-(Dodecyloxy)ethanol	170466587		DPI_SARS-CoV-2_General	2019_NPC_02	4536-30-5				0.0628121385	4	7		0	-0.49469629					OCCOCCCCCCCCCCCC	SIGMA	03819	0	-0.42274019	-0.38677012	-0.29230877	1.565953	0	-0.49469629									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00253588-01	Gimatecan	170465615		DPI_SARS-CoV-2_General	2019_NPC_02	292618-32-7		6.9832167823	-5.1559444758	-67.1390032682	-2.2	7		-51.0755292944	-52.66137088	0.0006422681	0.9894767467			CC(C)(C)O\N=C\c1c3CN4C(=O)C=5COC(=O)[C@](O)(CC)C=5C=C4c3nc2ccccc12	GVK	FFS-11-286-NCI-141	-4.05327291	-6.85393518	-7.07672113	-1.49895938	-7.78699237	-29.19485156	-52.66137088									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00016642-04	Piperacetazine	170465363		DPI_SARS-CoV-2_General	2019_NPC_01	3819-00-9		6.2237985085	-5.2059444758	-74.1711191257	-2.2	7		-76.5024587428	-71.29857291	0.0005520747	0.9902535697			CC(=O)c2cc3N(CCCN1CCC(CCO)CC1)c4ccccc4Sc3cc2	Prestwick	Prestw-1048	-4.6934379	4.30766975	-0.89932003	-1.55767928	-9.90965843	-39.74287311	-71.29857291									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00162385-04	Olprinone	170465898	Phosphodiesterase III (PDE3) Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	119615-63-3	;Olprinone; Olprinone;Loprinone; Coretec;Olprinone hydrochloride			-2.1984199139	4	7		0	-4.31421257			5139	PDE3A	Cl.N#CC3=CC(c1ccc2nccn2c1)=C(C)NC3=O	SIGMA	O7389	1.41117808	-1.14105603	1.29901782	-1.68811298	0.3628889	-0.09146806	-4.31421257									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00167962-06	Quinapril hydrochloride	170465312	Angiotensin-converting enzyme Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_01	82586-55-8				-4.8215224844	4	7		0	-5.35347646					Cl.O=C(OCC)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O	Microsource	01503076	-1.14007697	1.05798128	-0.58736078	-3.35866757	1.18002335	-0.04573403	-5.35347646									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00164533-02	Buformin	170465982	"AMP-activated protein kinase, AMPK Activator"	DPI_SARS-CoV-2_General	2019_NPC_01	692-13-7				9.4939718144	4	7		0	4.89721427					NC(=N)NC(=N)NCCCC	Labotest	LT02684528	3.47348292	2.39695067	0	0	2.82444298	1.30596067	4.89721427									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015466-11	Gabapentin	170464715	Calcium Channels (Voltage-Gated) alpha2/delta-1 Subunit Ligands	DPI_SARS-CoV-2_General	2019_NPC_01	60142-96-3	 Go 3450;; Gabapentin hydrochloride;Gabapentin hydrochloride; ; Neurontin;Gabapentin; Gabapentino; Gabapentin; gabapentin ISTD			-24.2311686768	4	7		0	-3.77683709				CACNA2D1	NCC1(CC(=O)O)CCCCC1	Vitas	STK598009	-4.06893714	-4.82077846	-3.95067144	-6.01750821	-9.29553875	-3.79592459	-3.77683709									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00163125-06	Pregnenolone	170465558	Steroid	DPI_SARS-CoV-2_General	2019_NPC_01	145-13-1	; ; 5-Pregnen-3beta-ol-20-one; Allopregnandione; Allopregnane-3,20-dione; Pregnenolona; Pregnenolone acetate; PREGNENOLONE; 5 Pregnen 3 beta ol 20 on;Pregnenolone; Pregnenolone	12.4181106199	-4.9059444758	-26.117541317	4	7		-11.694103096	-11.10238017	0.2768658013	0.6559813558			CC(=O)[C@H]4CC[C@@H]3[C@]4(C)CC[C@H]2[C@H]3CC=C1C[C@@H](O)CC[C@@]12C	Prestwick Chemical, Inc.	Prestw-546	-3.71069639	-6.51648056	-5.03765446	-0.94062759	-4.7175557	-8.18639158	-11.10238017									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00015996-10	Tiapride hydrochloride	170465877	Dopamine D3 receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC_01	51012-33-0				9.9640037536	4	7		0	3.83767205					Cl.O=S(C)(=O)c1cc(c(OC)cc1)C(=O)NCCN(CC)CC	Microsource	01503086	2.42296614	3.93627679	1.58173089	0	1.59112825	1.90558463	3.83767205									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00095133-06	Famciclovir	170464774	antiviral	DPI_SARS-CoV-2_General	2019_NPC_01	104227-87-4	; ; Famciclovir; FAMCICLOVIR;FAMCICLOVIR;Famciclovir	22.0828704269	-4.6559444758	-19.4641828763	4	7		-16.997287776	-14.16440648	0.1569915286	0.776027511			CC(=O)OCC(COC(C)=O)CCn2cnc1cnc(N)nc12	Microsource	01505201	-2.65533851	0.27610135	-2.70770881	-3.93558582	-5.26569558	-2.95746735	-14.16440648									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00167537-02	Donepezil hydrochloride	170464858	Acetylcholinesterase Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	120011-70-3		11.0676527398	-4.9559444758	-29.1828403608	4	7		-11.85755616	-15.34509823	0.0458917441	0.8981375209			Cl.COc1cc2C(=O)C(Cc2cc1OC)CC4CCN(Cc3ccccc3)CC4	Sequoia	SRP04573d	-4.95965225	-2.96380143	-7.25486979	-4.16949232	-3.72834636	-7.25291244	-15.34509823									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00094047-10	Ivermectin		Glutamate-gated Chloride Channel Activator	DPI_SARS-CoV-2_General	2019_NPC_02	70288-86-7		3.9269513795	-5.4059444758	-85.5032368893	-2.2	7		-73.2102934927	-72.99148552	0.0000863783	0.9961822496			[H][C@@](C)(CC)[C@@]1([H])O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@]([H])(C\C=C(C)\[C@@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C6/CO[C@]7([H])[C@H](O)C(C)=C[C@@]([H])(C(=O)O3)[C@]67O)O2	APExBIO	A2813	1.11678883	-1.79029315	1.375964	-4.58574001	-8.37155146	-55.00281849	-72.99148552									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00345792-04	AN-2728		Phosphodiesterase IIII (PDE4) Inhibitor	DPI_SARS-CoV-2_General	2019_NPC_02	906673-24-3				5.0337949531	4	7		0	-3.77205917				PDE4A	OB1OCC2=CC(=CC=C12)OC3=CC=C(C=C3)C#N	MedChem Express	HY-10978	-0.02080973	2.51565063	0	3.07976522	2.89665661	1.578354	-3.77205917									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00164526-02	Camylofin	170465936	Muscarinic acetylcholine receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC_01	54-30-8				7.9652719138	4	7		0	-0.38528808					CC(C)CCOC(=O)C(NCCN(CC)CC)c1ccccc1	Labotest	LT03328450	4.10766587	3.62108144	0	0	0	4.09065501	-0.38528808									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00095116-05	Metaxalone	170465241		DPI_SARS-CoV-2_General	2019_NPC_01	1665-48-1				-20.8421574582	4	7		0	-5.01381461					Cc1cc(cc(C)c1)OCC2CNC(=O)O2	Microsource	01504229	-6.87192893	-4.56666748	-3.63871219	-4.75832142	-2.2103233	-4.20753087	-5.01381461									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00021139-11	5,5-Diphenylhydantoin	170464785		DPI_SARS-CoV-2_General	2019_NPC_01	57-41-0				4.605761314	4	7		0	2.08359737					O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Vitas	STK182871	0	1.82275759	1.23321391	0	0	1.96148178	2.08359737									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
NCGC00273481-01	Metixene hydrochloride	170465287	Muscarinic acetylcholine receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC_01	1553-34-0		13.9333492831	-4.8559444758	-29.7350771349	-2.4	7		-33.191237236	-25.57603103	0.0039230362	0.973337498			Cl.CN1CCCC(C1)CC2c4ccccc4Sc3ccccc23	Prestwick Chemical, Inc.	Prestw-491	-1.71616682	1.31697901	-2.8149448	-3.61451827	-5.02207786	-11.45383404	-25.57603103									2.13E-9	1.0599999999E-8	5.3199999999E-8	2.66E-7	0.00000133	0.0000066399999999	0.0000332								
